p,Points_0,Points_1,Points_2,U_0,U_1,U_2
-1.419893e-02,2.380000e-01,5.000000e-01,5.000000e-02,-5.903624e-02,1.371104e-01,0.000000e+00
-1.422873e-02,2.390000e-01,5.000000e-01,5.000000e-02,-5.941913e-02,1.371793e-01,0.000000e+00
-1.425852e-02,2.400000e-01,5.000000e-01,5.000000e-02,-5.980202e-02,1.372483e-01,0.000000e+00
-1.428832e-02,2.410000e-01,5.000000e-01,5.000000e-02,-6.018491e-02,1.373173e-01,0.000000e+00
-1.431811e-02,2.420000e-01,5.000000e-01,5.000000e-02,-6.056780e-02,1.373863e-01,0.000000e+00
-1.434863e-02,2.430000e-01,5.000000e-01,5.000000e-02,-6.095368e-02,1.374358e-01,0.000000e+00
-1.437932e-02,2.440000e-01,5.000000e-01,5.000000e-02,-6.134025e-02,1.374808e-01,0.000000e+00
-1.441001e-02,2.450000e-01,5.000000e-01,5.000000e-02,-6.172681e-02,1.375257e-01,0.000000e+00
-1.444070e-02,2.460000e-01,5.000000e-01,5.000000e-02,-6.211337e-02,1.375707e-01,0.000000e+00
-1.447139e-02,2.470000e-01,5.000000e-01,5.000000e-02,-6.249993e-02,1.376156e-01,0.000000e+00
-1.450207e-02,2.480000e-01,5.000000e-01,5.000000e-02,-6.288649e-02,1.376606e-01,0.000000e+00
-1.453276e-02,2.490000e-01,5.000000e-01,5.000000e-02,-6.327306e-02,1.377055e-01,0.000000e+00
-1.456345e-02,2.500000e-01,5.000000e-01,5.000000e-02,-6.365962e-02,1.377505e-01,0.000000e+00
-1.459501e-02,2.510000e-01,5.000000e-01,5.000000e-02,-6.404954e-02,1.377717e-01,0.000000e+00
-1.462657e-02,2.520000e-01,5.000000e-01,5.000000e-02,-6.443948e-02,1.377929e-01,0.000000e+00
-1.465813e-02,2.530000e-01,5.000000e-01,5.000000e-02,-6.482940e-02,1.378141e-01,0.000000e+00
-1.468970e-02,2.540000e-01,5.000000e-01,5.000000e-02,-6.521934e-02,1.378352e-01,0.000000e+00
-1.472126e-02,2.550000e-01,5.000000e-01,5.000000e-02,-6.560925e-02,1.378564e-01,0.000000e+00
-1.475282e-02,2.560000e-01,5.000000e-01,5.000000e-02,-6.599919e-02,1.378776e-01,0.000000e+00
-1.478438e-02,2.570000e-01,5.000000e-01,5.000000e-02,-6.638911e-02,1.378988e-01,0.000000e+00
-1.481610e-02,2.580000e-01,5.000000e-01,5.000000e-02,-6.677961e-02,1.379156e-01,0.000000e+00
-1.484851e-02,2.590000e-01,5.000000e-01,5.000000e-02,-6.717261e-02,1.379132e-01,0.000000e+00
-1.488092e-02,2.600000e-01,5.000000e-01,5.000000e-02,-6.756560e-02,1.379108e-01,0.000000e+00
-1.491333e-02,2.610000e-01,5.000000e-01,5.000000e-02,-6.795860e-02,1.379084e-01,0.000000e+00
-1.494574e-02,2.620000e-01,5.000000e-01,5.000000e-02,-6.835159e-02,1.379061e-01,0.000000e+00
-1.497815e-02,2.630000e-01,5.000000e-01,5.000000e-02,-6.874459e-02,1.379037e-01,0.000000e+00
-1.501056e-02,2.640000e-01,5.000000e-01,5.000000e-02,-6.913758e-02,1.379013e-01,0.000000e+00
-1.504297e-02,2.650000e-01,5.000000e-01,5.000000e-02,-6.953057e-02,1.378990e-01,0.000000e+00
-1.507568e-02,2.660000e-01,5.000000e-01,5.000000e-02,-6.992462e-02,1.378879e-01,0.000000e+00
-1.510891e-02,2.670000e-01,5.000000e-01,5.000000e-02,-7.032038e-02,1.378623e-01,0.000000e+00
-1.514214e-02,2.680000e-01,5.000000e-01,5.000000e-02,-7.071616e-02,1.378366e-01,0.000000e+00
-1.517536e-02,2.690000e-01,5.000000e-01,5.000000e-02,-7.111192e-02,1.378110e-01,0.000000e+00
-1.520859e-02,2.700000e-01,5.000000e-01,5.000000e-02,-7.150770e-02,1.377854e-01,0.000000e+00
-1.524181e-02,2.710000e-01,5.000000e-01,5.000000e-02,-7.190346e-02,1.377597e-01,0.000000e+00
-1.527504e-02,2.720000e-01,5.000000e-01,5.000000e-02,-7.229924e-02,1.377341e-01,0.000000e+00
-1.530826e-02,2.730000e-01,5.000000e-01,5.000000e-02,-7.269500e-02,1.377085e-01,0.000000e+00
-1.534192e-02,2.740000e-01,5.000000e-01,5.000000e-02,-7.309217e-02,1.376698e-01,0.000000e+00
-1.537592e-02,2.750000e-01,5.000000e-01,5.000000e-02,-7.349044e-02,1.376211e-01,0.000000e+00
-1.540992e-02,2.760000e-01,5.000000e-01,5.000000e-02,-7.388870e-02,1.375724e-01,0.000000e+00
-1.544391e-02,2.770000e-01,5.000000e-01,5.000000e-02,-7.428697e-02,1.375236e-01,0.000000e+00
-1.547791e-02,2.780000e-01,5.000000e-01,5.000000e-02,-7.468522e-02,1.374749e-01,0.000000e+00
-1.551191e-02,2.790000e-01,5.000000e-01,5.000000e-02,-7.508349e-02,1.374262e-01,0.000000e+00
-1.554590e-02,2.800000e-01,5.000000e-01,5.000000e-02,-7.548175e-02,1.373774e-01,0.000000e+00
-1.557990e-02,2.810000e-01,5.000000e-01,5.000000e-02,-7.588001e-02,1.373287e-01,0.000000e+00
-1.561444e-02,2.820000e-01,5.000000e-01,5.000000e-02,-7.627993e-02,1.372626e-01,0.000000e+00
-1.564915e-02,2.830000e-01,5.000000e-01,5.000000e-02,-7.668040e-02,1.371908e-01,0.000000e+00
-1.568387e-02,2.840000e-01,5.000000e-01,5.000000e-02,-7.708088e-02,1.371189e-01,0.000000e+00
-1.571859e-02,2.850000e-01,5.000000e-01,5.000000e-02,-7.748135e-02,1.370471e-01,0.000000e+00
-1.575330e-02,2.860000e-01,5.000000e-01,5.000000e-02,-7.788183e-02,1.369753e-01,0.000000e+00
-1.578802e-02,2.870000e-01,5.000000e-01,5.000000e-02,-7.828230e-02,1.369034e-01,0.000000e+00
-1.582274e-02,2.880000e-01,5.000000e-01,5.000000e-02,-7.868277e-02,1.368316e-01,0.000000e+00
-1.585745e-02,2.890000e-01,5.000000e-01,5.000000e-02,-7.908325e-02,1.367597e-01,0.000000e+00
-1.589279e-02,2.900000e-01,5.000000e-01,5.000000e-02,-7.948553e-02,1.366663e-01,0.000000e+00
-1.592817e-02,2.910000e-01,5.000000e-01,5.000000e-02,-7.988794e-02,1.365715e-01,0.000000e+00
-1.596355e-02,2.920000e-01,5.000000e-01,5.000000e-02,-8.029034e-02,1.364766e-01,0.000000e+00
-1.599893e-02,2.930000e-01,5.000000e-01,5.000000e-02,-8.069275e-02,1.363818e-01,0.000000e+00
-1.603431e-02,2.940000e-01,5.000000e-01,5.000000e-02,-8.109515e-02,1.362869e-01,0.000000e+00
-1.606969e-02,2.950000e-01,5.000000e-01,5.000000e-02,-8.149756e-02,1.361921e-01,0.000000e+00
-1.610507e-02,2.960000e-01,5.000000e-01,5.000000e-02,-8.189996e-02,1.360973e-01,0.000000e+00
-1.614052e-02,2.970000e-01,5.000000e-01,5.000000e-02,-8.230258e-02,1.359995e-01,0.000000e+00
-1.617649e-02,2.980000e-01,5.000000e-01,5.000000e-02,-8.270666e-02,1.358818e-01,0.000000e+00
-1.621246e-02,2.990000e-01,5.000000e-01,5.000000e-02,-8.311073e-02,1.357640e-01,0.000000e+00
-1.624843e-02,3.000000e-01,5.000000e-01,5.000000e-02,-8.351482e-02,1.356463e-01,0.000000e+00
-1.628440e-02,3.010000e-01,5.000000e-01,5.000000e-02,-8.391889e-02,1.355285e-01,0.000000e+00
-1.632038e-02,3.020000e-01,5.000000e-01,5.000000e-02,-8.432296e-02,1.354107e-01,0.000000e+00
-1.635635e-02,3.030000e-01,5.000000e-01,5.000000e-02,-8.472705e-02,1.352930e-01,0.000000e+00
-1.639232e-02,3.040000e-01,5.000000e-01,5.000000e-02,-8.513112e-02,1.351752e-01,0.000000e+00
-1.642845e-02,3.050000e-01,5.000000e-01,5.000000e-02,-8.553564e-02,1.350503e-01,0.000000e+00
-1.646494e-02,3.060000e-01,5.000000e-01,5.000000e-02,-8.594110e-02,1.349095e-01,0.000000e+00
-1.650143e-02,3.070000e-01,5.000000e-01,5.000000e-02,-8.634657e-02,1.347686e-01,0.000000e+00
-1.653792e-02,3.080000e-01,5.000000e-01,5.000000e-02,-8.675204e-02,1.346278e-01,0.000000e+00
-1.657441e-02,3.090000e-01,5.000000e-01,5.000000e-02,-8.715750e-02,1.344870e-01,0.000000e+00
-1.661090e-02,3.100000e-01,5.000000e-01,5.000000e-02,-8.756298e-02,1.343462e-01,0.000000e+00
-1.664739e-02,3.110000e-01,5.000000e-01,5.000000e-02,-8.796845e-02,1.342055e-01,0.000000e+00
-1.668388e-02,3.120000e-01,5.000000e-01,5.000000e-02,-8.837392e-02,1.340646e-01,0.000000e+00
-1.672059e-02,3.130000e-01,5.000000e-01,5.000000e-02,-8.877994e-02,1.339123e-01,0.000000e+00
-1.675751e-02,3.140000e-01,5.000000e-01,5.000000e-02,-8.918653e-02,1.337483e-01,0.000000e+00
-1.679443e-02,3.150000e-01,5.000000e-01,5.000000e-02,-8.959310e-02,1.335844e-01,0.000000e+00
-1.683135e-02,3.160000e-01,5.000000e-01,5.000000e-02,-8.999968e-02,1.334205e-01,0.000000e+00
-1.686827e-02,3.170000e-01,5.000000e-01,5.000000e-02,-9.040626e-02,1.332565e-01,0.000000e+00
-1.690519e-02,3.180000e-01,5.000000e-01,5.000000e-02,-9.081283e-02,1.330926e-01,0.000000e+00
-1.694212e-02,3.190000e-01,5.000000e-01,5.000000e-02,-9.121942e-02,1.329287e-01,0.000000e+00
-1.697904e-02,3.200000e-01,5.000000e-01,5.000000e-02,-9.162599e-02,1.327647e-01,0.000000e+00
-1.701619e-02,3.210000e-01,5.000000e-01,5.000000e-02,-9.203315e-02,1.325849e-01,0.000000e+00
-1.705346e-02,3.220000e-01,5.000000e-01,5.000000e-02,-9.244055e-02,1.323978e-01,0.000000e+00
-1.709072e-02,3.230000e-01,5.000000e-01,5.000000e-02,-9.284797e-02,1.322107e-01,0.000000e+00
-1.712799e-02,3.240000e-01,5.000000e-01,5.000000e-02,-9.325538e-02,1.320236e-01,0.000000e+00
-1.716525e-02,3.250000e-01,5.000000e-01,5.000000e-02,-9.366279e-02,1.318365e-01,0.000000e+00
-1.720252e-02,3.260000e-01,5.000000e-01,5.000000e-02,-9.407020e-02,1.316493e-01,0.000000e+00
-1.723978e-02,3.270000e-01,5.000000e-01,5.000000e-02,-9.447761e-02,1.314622e-01,0.000000e+00
-1.727704e-02,3.280000e-01,5.000000e-01,5.000000e-02,-9.488503e-02,1.312751e-01,0.000000e+00
-1.731452e-02,3.290000e-01,5.000000e-01,5.000000e-02,-9.529291e-02,1.310676e-01,0.000000e+00
-1.735203e-02,3.300000e-01,5.000000e-01,5.000000e-02,-9.570087e-02,1.308572e-01,0.000000e+00
-1.738953e-02,3.310000e-01,5.000000e-01,5.000000e-02,-9.610882e-02,1.306468e-01,0.000000e+00
-1.742704e-02,3.320000e-01,5.000000e-01,5.000000e-02,-9.651676e-02,1.304363e-01,0.000000e+00
-1.746455e-02,3.330000e-01,5.000000e-01,5.000000e-02,-9.692471e-02,1.302259e-01,0.000000e+00
-1.750205e-02,3.340000e-01,5.000000e-01,5.000000e-02,-9.733266e-02,1.300155e-01,0.000000e+00
-1.753956e-02,3.350000e-01,5.000000e-01,5.000000e-02,-9.774062e-02,1.298050e-01,0.000000e+00
-1.757708e-02,3.360000e-01,5.000000e-01,5.000000e-02,-9.814858e-02,1.295931e-01,0.000000e+00
-1.761471e-02,3.370000e-01,5.000000e-01,5.000000e-02,-9.855680e-02,1.293592e-01,0.000000e+00
-1.765235e-02,3.380000e-01,5.000000e-01,5.000000e-02,-9.896500e-02,1.291252e-01,0.000000e+00
-1.768998e-02,3.390000e-01,5.000000e-01,5.000000e-02,-9.937321e-02,1.288913e-01,0.000000e+00
-1.772762e-02,3.400000e-01,5.000000e-01,5.000000e-02,-9.978142e-02,1.286573e-01,0.000000e+00
-1.776525e-02,3.410000e-01,5.000000e-01,5.000000e-02,-1.001896e-01,1.284234e-01,0.000000e+00
-1.780289e-02,3.420000e-01,5.000000e-01,5.000000e-02,-1.005978e-01,1.281894e-01,0.000000e+00
-1.784052e-02,3.430000e-01,5.000000e-01,5.000000e-02,-1.010060e-01,1.279555e-01,0.000000e+00
-1.787816e-02,3.440000e-01,5.000000e-01,5.000000e-02,-1.014142e-01,1.277156e-01,0.000000e+00
-1.791581e-02,3.450000e-01,5.000000e-01,5.000000e-02,-1.018224e-01,1.274579e-01,0.000000e+00
-1.795345e-02,3.460000e-01,5.000000e-01,5.000000e-02,-1.022306e-01,1.272002e-01,0.000000e+00
-1.799110e-02,3.470000e-01,5.000000e-01,5.000000e-02,-1.026387e-01,1.269425e-01,0.000000e+00
-1.802874e-02,3.480000e-01,5.000000e-01,5.000000e-02,-1.030469e-01,1.266848e-01,0.000000e+00
-1.806639e-02,3.490000e-01,5.000000e-01,5.000000e-02,-1.034551e-01,1.264271e-01,0.000000e+00
-1.810403e-02,3.500000e-01,5.000000e-01,5.000000e-02,-1.038632e-01,1.261694e-01,0.000000e+00
-1.814168e-02,3.510000e-01,5.000000e-01,5.000000e-02,-1.042714e-01,1.259117e-01,0.000000e+00
-1.817927e-02,3.520000e-01,5.000000e-01,5.000000e-02,-1.046794e-01,1.256436e-01,0.000000e+00
-1.821680e-02,3.530000e-01,5.000000e-01,5.000000e-02,-1.050872e-01,1.253620e-01,0.000000e+00
-1.825434e-02,3.540000e-01,5.000000e-01,5.000000e-02,-1.054950e-01,1.250803e-01,0.000000e+00
-1.829187e-02,3.550000e-01,5.000000e-01,5.000000e-02,-1.059028e-01,1.247988e-01,0.000000e+00
-1.832940e-02,3.560000e-01,5.000000e-01,5.000000e-02,-1.063107e-01,1.245172e-01,0.000000e+00
-1.836693e-02,3.570000e-01,5.000000e-01,5.000000e-02,-1.067185e-01,1.242355e-01,0.000000e+00
-1.840447e-02,3.580000e-01,5.000000e-01,5.000000e-02,-1.071263e-01,1.239539e-01,0.000000e+00
-1.844200e-02,3.590000e-01,5.000000e-01,5.000000e-02,-1.075341e-01,1.236724e-01,0.000000e+00
-1.847938e-02,3.600000e-01,5.000000e-01,5.000000e-02,-1.079414e-01,1.233757e-01,0.000000e+00
-1.851666e-02,3.610000e-01,5.000000e-01,5.000000e-02,-1.083485e-01,1.230700e-01,0.000000e+00
-1.855393e-02,3.620000e-01,5.000000e-01,5.000000e-02,-1.087556e-01,1.227643e-01,0.000000e+00
-1.859122e-02,3.630000e-01,5.000000e-01,5.000000e-02,-1.091628e-01,1.224586e-01,0.000000e+00
-1.862849e-02,3.640000e-01,5.000000e-01,5.000000e-02,-1.095699e-01,1.221529e-01,0.000000e+00
-1.866578e-02,3.650000e-01,5.000000e-01,5.000000e-02,-1.099770e-01,1.218472e-01,0.000000e+00
-1.870305e-02,3.660000e-01,5.000000e-01,5.000000e-02,-1.103841e-01,1.215415e-01,0.000000e+00
-1.874034e-02,3.670000e-01,5.000000e-01,5.000000e-02,-1.107912e-01,1.212358e-01,0.000000e+00
-1.877729e-02,3.680000e-01,5.000000e-01,5.000000e-02,-1.111974e-01,1.209103e-01,0.000000e+00
-1.881417e-02,3.690000e-01,5.000000e-01,5.000000e-02,-1.116035e-01,1.205802e-01,0.000000e+00
-1.885106e-02,3.700000e-01,5.000000e-01,5.000000e-02,-1.120095e-01,1.202502e-01,0.000000e+00
-1.888794e-02,3.710000e-01,5.000000e-01,5.000000e-02,-1.124156e-01,1.199201e-01,0.000000e+00
-1.892482e-02,3.720000e-01,5.000000e-01,5.000000e-02,-1.128216e-01,1.195900e-01,0.000000e+00
-1.896171e-02,3.730000e-01,5.000000e-01,5.000000e-02,-1.132277e-01,1.192599e-01,0.000000e+00
-1.899859e-02,3.740000e-01,5.000000e-01,5.000000e-02,-1.136337e-01,1.189298e-01,0.000000e+00
-1.903547e-02,3.750000e-01,5.000000e-01,5.000000e-02,-1.140397e-01,1.185998e-01,0.000000e+00
-1.907182e-02,3.760000e-01,5.000000e-01,5.000000e-02,-1.144444e-01,1.182450e-01,0.000000e+00
-1.910816e-02,3.770000e-01,5.000000e-01,5.000000e-02,-1.148491e-01,1.178903e-01,0.000000e+00
-1.914450e-02,3.780000e-01,5.000000e-01,5.000000e-02,-1.152538e-01,1.175356e-01,0.000000e+00
-1.918084e-02,3.790000e-01,5.000000e-01,5.000000e-02,-1.156584e-01,1.171809e-01,0.000000e+00
-1.921719e-02,3.800000e-01,5.000000e-01,5.000000e-02,-1.160631e-01,1.168262e-01,0.000000e+00
-1.925353e-02,3.810000e-01,5.000000e-01,5.000000e-02,-1.164678e-01,1.164714e-01,0.000000e+00
-1.928987e-02,3.820000e-01,5.000000e-01,5.000000e-02,-1.168725e-01,1.161167e-01,0.000000e+00
-1.932608e-02,3.830000e-01,5.000000e-01,5.000000e-02,-1.172768e-01,1.157573e-01,0.000000e+00
-1.936172e-02,3.840000e-01,5.000000e-01,5.000000e-02,-1.176797e-01,1.153778e-01,0.000000e+00
-1.939735e-02,3.850000e-01,5.000000e-01,5.000000e-02,-1.180826e-01,1.149982e-01,0.000000e+00
-1.943299e-02,3.860000e-01,5.000000e-01,5.000000e-02,-1.184855e-01,1.146187e-01,0.000000e+00
-1.946862e-02,3.870000e-01,5.000000e-01,5.000000e-02,-1.188884e-01,1.142391e-01,0.000000e+00
-1.950426e-02,3.880000e-01,5.000000e-01,5.000000e-02,-1.192914e-01,1.138596e-01,0.000000e+00
-1.953989e-02,3.890000e-01,5.000000e-01,5.000000e-02,-1.196943e-01,1.134800e-01,0.000000e+00
-1.957553e-02,3.900000e-01,5.000000e-01,5.000000e-02,-1.200972e-01,1.131005e-01,0.000000e+00
-1.961084e-02,3.910000e-01,5.000000e-01,5.000000e-02,-1.204993e-01,1.127115e-01,0.000000e+00
-1.964560e-02,3.920000e-01,5.000000e-01,5.000000e-02,-1.209000e-01,1.123070e-01,0.000000e+00
-1.968036e-02,3.930000e-01,5.000000e-01,5.000000e-02,-1.213007e-01,1.119024e-01,0.000000e+00
-1.971512e-02,3.940000e-01,5.000000e-01,5.000000e-02,-1.217015e-01,1.114978e-01,0.000000e+00
-1.974988e-02,3.950000e-01,5.000000e-01,5.000000e-02,-1.221022e-01,1.110932e-01,0.000000e+00
-1.978464e-02,3.960000e-01,5.000000e-01,5.000000e-02,-1.225030e-01,1.106887e-01,0.000000e+00
-1.981940e-02,3.970000e-01,5.000000e-01,5.000000e-02,-1.229037e-01,1.102841e-01,0.000000e+00
-1.985417e-02,3.980000e-01,5.000000e-01,5.000000e-02,-1.233044e-01,1.098795e-01,0.000000e+00
-1.988834e-02,3.990000e-01,5.000000e-01,5.000000e-02,-1.237037e-01,1.094607e-01,0.000000e+00
-1.992206e-02,4.000000e-01,5.000000e-01,5.000000e-02,-1.241018e-01,1.090308e-01,0.000000e+00
-1.995577e-02,4.010000e-01,5.000000e-01,5.000000e-02,-1.245000e-01,1.086009e-01,0.000000e+00
-1.998948e-02,4.020000e-01,5.000000e-01,5.000000e-02,-1.248981e-01,1.081710e-01,0.000000e+00
-2.002320e-02,4.030000e-01,5.000000e-01,5.000000e-02,-1.252963e-01,1.077411e-01,0.000000e+00
-2.005692e-02,4.040000e-01,5.000000e-01,5.000000e-02,-1.256944e-01,1.073112e-01,0.000000e+00
-2.009063e-02,4.050000e-01,5.000000e-01,5.000000e-02,-1.260926e-01,1.068814e-01,0.000000e+00
-2.012435e-02,4.060000e-01,5.000000e-01,5.000000e-02,-1.264907e-01,1.064515e-01,0.000000e+00
-2.015714e-02,4.070000e-01,5.000000e-01,5.000000e-02,-1.268866e-01,1.060024e-01,0.000000e+00
-2.018962e-02,4.080000e-01,5.000000e-01,5.000000e-02,-1.272817e-01,1.055469e-01,0.000000e+00
-2.022210e-02,4.090000e-01,5.000000e-01,5.000000e-02,-1.276769e-01,1.050914e-01,0.000000e+00
-2.025459e-02,4.100000e-01,5.000000e-01,5.000000e-02,-1.280720e-01,1.046359e-01,0.000000e+00
-2.028707e-02,4.110000e-01,5.000000e-01,5.000000e-02,-1.284672e-01,1.041804e-01,0.000000e+00
-2.031955e-02,4.120000e-01,5.000000e-01,5.000000e-02,-1.288623e-01,1.037249e-01,0.000000e+00
-2.035204e-02,4.130000e-01,5.000000e-01,5.000000e-02,-1.292574e-01,1.032694e-01,0.000000e+00
-2.038452e-02,4.140000e-01,5.000000e-01,5.000000e-02,-1.296526e-01,1.028139e-01,0.000000e+00
-2.041567e-02,4.150000e-01,5.000000e-01,5.000000e-02,-1.300444e-01,1.023343e-01,0.000000e+00
-2.044672e-02,4.160000e-01,5.000000e-01,5.000000e-02,-1.304360e-01,1.018531e-01,0.000000e+00
-2.047778e-02,4.170000e-01,5.000000e-01,5.000000e-02,-1.308276e-01,1.013719e-01,0.000000e+00
-2.050883e-02,4.180000e-01,5.000000e-01,5.000000e-02,-1.312192e-01,1.008906e-01,0.000000e+00
-2.053989e-02,4.190000e-01,5.000000e-01,5.000000e-02,-1.316109e-01,1.004094e-01,0.000000e+00
-2.057094e-02,4.200000e-01,5.000000e-01,5.000000e-02,-1.320025e-01,9.992822e-02,0.000000e+00
-2.060200e-02,4.210000e-01,5.000000e-01,5.000000e-02,-1.323941e-01,9.944699e-02,0.000000e+00
-2.063286e-02,4.220000e-01,5.000000e-01,5.000000e-02,-1.327852e-01,9.896255e-02,0.000000e+00
-2.066229e-02,4.230000e-01,5.000000e-01,5.000000e-02,-1.331728e-01,9.845547e-02,0.000000e+00
-2.069173e-02,4.240000e-01,5.000000e-01,5.000000e-02,-1.335604e-01,9.794839e-02,0.000000e+00
-2.072117e-02,4.250000e-01,5.000000e-01,5.000000e-02,-1.339480e-01,9.744131e-02,0.000000e+00
-2.075061e-02,4.260000e-01,5.000000e-01,5.000000e-02,-1.343355e-01,9.693424e-02,0.000000e+00
-2.078005e-02,4.270000e-01,5.000000e-01,5.000000e-02,-1.347231e-01,9.642717e-02,0.000000e+00
-2.080949e-02,4.280000e-01,5.000000e-01,5.000000e-02,-1.351107e-01,9.592009e-02,0.000000e+00
-2.083893e-02,4.290000e-01,5.000000e-01,5.000000e-02,-1.354983e-01,9.541302e-02,0.000000e+00
-2.086781e-02,4.300000e-01,5.000000e-01,5.000000e-02,-1.358844e-01,9.489779e-02,0.000000e+00
-2.089543e-02,4.310000e-01,5.000000e-01,5.000000e-02,-1.362675e-01,9.436467e-02,0.000000e+00
-2.092305e-02,4.320000e-01,5.000000e-01,5.000000e-02,-1.366505e-01,9.383153e-02,0.000000e+00
-2.095067e-02,4.330000e-01,5.000000e-01,5.000000e-02,-1.370336e-01,9.329841e-02,0.000000e+00
-2.097830e-02,4.340000e-01,5.000000e-01,5.000000e-02,-1.374166e-01,9.276529e-02,0.000000e+00
-2.100592e-02,4.350000e-01,5.000000e-01,5.000000e-02,-1.377997e-01,9.223215e-02,0.000000e+00
-2.103354e-02,4.360000e-01,5.000000e-01,5.000000e-02,-1.381827e-01,9.169903e-02,0.000000e+00
-2.106116e-02,4.370000e-01,5.000000e-01,5.000000e-02,-1.385657e-01,9.116589e-02,0.000000e+00
-2.108777e-02,4.380000e-01,5.000000e-01,5.000000e-02,-1.389462e-01,9.061969e-02,0.000000e+00
-2.111337e-02,4.390000e-01,5.000000e-01,5.000000e-02,-1.393242e-01,9.006040e-02,0.000000e+00
-2.113896e-02,4.400000e-01,5.000000e-01,5.000000e-02,-1.397021e-01,8.950113e-02,0.000000e+00
-2.116455e-02,4.410000e-01,5.000000e-01,5.000000e-02,-1.400801e-01,8.894183e-02,0.000000e+00
-2.119015e-02,4.420000e-01,5.000000e-01,5.000000e-02,-1.404580e-01,8.838256e-02,0.000000e+00
-2.121574e-02,4.430000e-01,5.000000e-01,5.000000e-02,-1.408360e-01,8.782329e-02,0.000000e+00
-2.124133e-02,4.440000e-01,5.000000e-01,5.000000e-02,-1.412139e-01,8.726400e-02,0.000000e+00
-2.126693e-02,4.450000e-01,5.000000e-01,5.000000e-02,-1.415919e-01,8.670472e-02,0.000000e+00
-2.129098e-02,4.460000e-01,5.000000e-01,5.000000e-02,-1.419660e-01,8.612741e-02,0.000000e+00
-2.131433e-02,4.470000e-01,5.000000e-01,5.000000e-02,-1.423383e-01,8.554191e-02,0.000000e+00
-2.133768e-02,4.480000e-01,5.000000e-01,5.000000e-02,-1.427106e-01,8.495640e-02,0.000000e+00
-2.136103e-02,4.490000e-01,5.000000e-01,5.000000e-02,-1.430829e-01,8.437090e-02,0.000000e+00
-2.138438e-02,4.500000e-01,5.000000e-01,5.000000e-02,-1.434553e-01,8.378541e-02,0.000000e+00
-2.140773e-02,4.510000e-01,5.000000e-01,5.000000e-02,-1.438276e-01,8.319990e-02,0.000000e+00
-2.143108e-02,4.520000e-01,5.000000e-01,5.000000e-02,-1.441999e-01,8.261440e-02,0.000000e+00
-2.145443e-02,4.530000e-01,5.000000e-01,5.000000e-02,-1.445722e-01,8.202888e-02,0.000000e+00
-2.147563e-02,4.540000e-01,5.000000e-01,5.000000e-02,-1.449390e-01,8.142042e-02,0.000000e+00
-2.149653e-02,4.550000e-01,5.000000e-01,5.000000e-02,-1.453050e-01,8.080867e-02,0.000000e+00
-2.151742e-02,4.560000e-01,5.000000e-01,5.000000e-02,-1.456710e-01,8.019692e-02,0.000000e+00
-2.153831e-02,4.570000e-01,5.000000e-01,5.000000e-02,-1.460371e-01,7.958519e-02,0.000000e+00
-2.155920e-02,4.580000e-01,5.000000e-01,5.000000e-02,-1.464031e-01,7.897343e-02,0.000000e+00
-2.158009e-02,4.590000e-01,5.000000e-01,5.000000e-02,-1.467691e-01,7.836169e-02,0.000000e+00
-2.160099e-02,4.600000e-01,5.000000e-01,5.000000e-02,-1.471351e-01,7.774993e-02,0.000000e+00
-2.162171e-02,4.610000e-01,5.000000e-01,5.000000e-02,-1.475007e-01,7.713655e-02,0.000000e+00
-2.163994e-02,4.620000e-01,5.000000e-01,5.000000e-02,-1.478597e-01,7.649858e-02,0.000000e+00
-2.165816e-02,4.630000e-01,5.000000e-01,5.000000e-02,-1.482188e-01,7.586062e-02,0.000000e+00
-2.167638e-02,4.640000e-01,5.000000e-01,5.000000e-02,-1.485778e-01,7.522266e-02,0.000000e+00
-2.169460e-02,4.650000e-01,5.000000e-01,5.000000e-02,-1.489369e-01,7.458469e-02,0.000000e+00
-2.171282e-02,4.660000e-01,5.000000e-01,5.000000e-02,-1.492959e-01,7.394674e-02,0.000000e+00
-2.173104e-02,4.670000e-01,5.000000e-01,5.000000e-02,-1.496549e-01,7.330876e-02,0.000000e+00
-2.174926e-02,4.680000e-01,5.000000e-01,5.000000e-02,-1.500140e-01,7.267080e-02,0.000000e+00
-2.176676e-02,4.690000e-01,5.000000e-01,5.000000e-02,-1.503711e-01,7.202630e-02,0.000000e+00
-2.178207e-02,4.700000e-01,5.000000e-01,5.000000e-02,-1.507225e-01,7.136220e-02,0.000000e+00
-2.179739e-02,4.710000e-01,5.000000e-01,5.000000e-02,-1.510739e-01,7.069812e-02,0.000000e+00
-2.181271e-02,4.720000e-01,5.000000e-01,5.000000e-02,-1.514254e-01,7.003401e-02,0.000000e+00
-2.182803e-02,4.730000e-01,5.000000e-01,5.000000e-02,-1.517768e-01,6.936993e-02,0.000000e+00
-2.184335e-02,4.740000e-01,5.000000e-01,5.000000e-02,-1.521282e-01,6.870582e-02,0.000000e+00
-2.185867e-02,4.750000e-01,5.000000e-01,5.000000e-02,-1.524796e-01,6.804173e-02,0.000000e+00
-2.187398e-02,4.760000e-01,5.000000e-01,5.000000e-02,-1.528311e-01,6.737763e-02,0.000000e+00
-2.188794e-02,4.770000e-01,5.000000e-01,5.000000e-02,-1.531788e-01,6.670217e-02,0.000000e+00
