Points_0,Points_1,Points_2,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5
5.530000e-01,7.519531e-01,5.000000e-02,1.780214e-03,-2.689056e-03,0.000000e+00,-6.554060e-04,0.000000e+00,0.000000e+00
5.540000e-01,7.519531e-01,5.000000e-02,1.772993e-03,-2.668142e-03,0.000000e+00,-6.417782e-04,0.000000e+00,0.000000e+00
5.550000e-01,7.519531e-01,5.000000e-02,1.765373e-03,-2.647251e-03,0.000000e+00,-6.278309e-04,0.000000e+00,0.000000e+00
5.560000e-01,7.519531e-01,5.000000e-02,1.756876e-03,-2.626407e-03,0.000000e+00,-6.131788e-04,0.000000e+00,0.000000e+00
5.570000e-01,7.519531e-01,5.000000e-02,1.748378e-03,-2.605564e-03,0.000000e+00,-5.985267e-04,0.000000e+00,0.000000e+00
5.580000e-01,7.519531e-01,5.000000e-02,1.739880e-03,-2.584719e-03,0.000000e+00,-5.838738e-04,0.000000e+00,0.000000e+00
5.590000e-01,7.519531e-01,5.000000e-02,1.731382e-03,-2.563875e-03,0.000000e+00,-5.692217e-04,0.000000e+00,0.000000e+00
5.600000e-01,7.519531e-01,5.000000e-02,1.722885e-03,-2.543031e-03,0.000000e+00,-5.545697e-04,0.000000e+00,0.000000e+00
5.610000e-01,7.519531e-01,5.000000e-02,1.714387e-03,-2.522188e-03,0.000000e+00,-5.399176e-04,0.000000e+00,0.000000e+00
5.620000e-01,7.519531e-01,5.000000e-02,1.705890e-03,-2.501344e-03,0.000000e+00,-5.252655e-04,0.000000e+00,0.000000e+00
5.630000e-01,7.519531e-01,5.000000e-02,1.696559e-03,-2.480489e-03,0.000000e+00,-5.105316e-04,0.000000e+00,0.000000e+00
5.640000e-01,7.519531e-01,5.000000e-02,1.686398e-03,-2.459625e-03,0.000000e+00,-4.957175e-04,0.000000e+00,0.000000e+00
5.650000e-01,7.519531e-01,5.000000e-02,1.676236e-03,-2.438761e-03,0.000000e+00,-4.809035e-04,0.000000e+00,0.000000e+00
5.660000e-01,7.519531e-01,5.000000e-02,1.666074e-03,-2.417897e-03,0.000000e+00,-4.660894e-04,0.000000e+00,0.000000e+00
5.670000e-01,7.519531e-01,5.000000e-02,1.655913e-03,-2.397033e-03,0.000000e+00,-4.512754e-04,0.000000e+00,0.000000e+00
5.680000e-01,7.519531e-01,5.000000e-02,1.645750e-03,-2.376169e-03,0.000000e+00,-4.364604e-04,0.000000e+00,0.000000e+00
5.690000e-01,7.519531e-01,5.000000e-02,1.635589e-03,-2.355305e-03,0.000000e+00,-4.216463e-04,0.000000e+00,0.000000e+00
5.700000e-01,7.519531e-01,5.000000e-02,1.625427e-03,-2.334441e-03,0.000000e+00,-4.068323e-04,0.000000e+00,0.000000e+00
5.710000e-01,7.519531e-01,5.000000e-02,1.614404e-03,-2.314028e-03,0.000000e+00,-3.917156e-04,0.000000e+00,0.000000e+00
5.720000e-01,7.519531e-01,5.000000e-02,1.602989e-03,-2.293820e-03,0.000000e+00,-3.764604e-04,0.000000e+00,0.000000e+00
5.730000e-01,7.519531e-01,5.000000e-02,1.591575e-03,-2.273612e-03,0.000000e+00,-3.612061e-04,0.000000e+00,0.000000e+00
5.740000e-01,7.519531e-01,5.000000e-02,1.580161e-03,-2.253405e-03,0.000000e+00,-3.459518e-04,0.000000e+00,0.000000e+00
5.750000e-01,7.519531e-01,5.000000e-02,1.568747e-03,-2.233197e-03,0.000000e+00,-3.306976e-04,0.000000e+00,0.000000e+00
5.760000e-01,7.519531e-01,5.000000e-02,1.557333e-03,-2.212989e-03,0.000000e+00,-3.154433e-04,0.000000e+00,0.000000e+00
5.770000e-01,7.519531e-01,5.000000e-02,1.545918e-03,-2.192781e-03,0.000000e+00,-3.001881e-04,0.000000e+00,0.000000e+00
5.780000e-01,7.519531e-01,5.000000e-02,1.534504e-03,-2.172573e-03,0.000000e+00,-2.849339e-04,0.000000e+00,0.000000e+00
5.790000e-01,7.519531e-01,5.000000e-02,1.521957e-03,-2.153018e-03,0.000000e+00,-2.696188e-04,0.000000e+00,0.000000e+00
5.800000e-01,7.519531e-01,5.000000e-02,1.509247e-03,-2.133555e-03,0.000000e+00,-2.542951e-04,0.000000e+00,0.000000e+00
5.810000e-01,7.519531e-01,5.000000e-02,1.496538e-03,-2.114093e-03,0.000000e+00,-2.389714e-04,0.000000e+00,0.000000e+00
5.820000e-01,7.519531e-01,5.000000e-02,1.483828e-03,-2.094630e-03,0.000000e+00,-2.236467e-04,0.000000e+00,0.000000e+00
5.830000e-01,7.519531e-01,5.000000e-02,1.471118e-03,-2.075167e-03,0.000000e+00,-2.083230e-04,0.000000e+00,0.000000e+00
5.840000e-01,7.519531e-01,5.000000e-02,1.458409e-03,-2.055705e-03,0.000000e+00,-1.929993e-04,0.000000e+00,0.000000e+00
5.850000e-01,7.519531e-01,5.000000e-02,1.445699e-03,-2.036243e-03,0.000000e+00,-1.776756e-04,0.000000e+00,0.000000e+00
5.860000e-01,7.519531e-01,5.000000e-02,1.432969e-03,-2.016894e-03,0.000000e+00,-1.623727e-04,0.000000e+00,0.000000e+00
5.870000e-01,7.519531e-01,5.000000e-02,1.419937e-03,-1.999273e-03,0.000000e+00,-1.473979e-04,0.000000e+00,0.000000e+00
5.880000e-01,7.519531e-01,5.000000e-02,1.406904e-03,-1.981651e-03,0.000000e+00,-1.324230e-04,0.000000e+00,0.000000e+00
5.890000e-01,7.519531e-01,5.000000e-02,1.393872e-03,-1.964030e-03,0.000000e+00,-1.174481e-04,0.000000e+00,0.000000e+00
5.900000e-01,7.519531e-01,5.000000e-02,1.380840e-03,-1.946408e-03,0.000000e+00,-1.024733e-04,0.000000e+00,0.000000e+00
5.910000e-01,7.519531e-01,5.000000e-02,1.367807e-03,-1.928785e-03,0.000000e+00,-8.749749e-05,0.000000e+00,0.000000e+00
5.920000e-01,7.519531e-01,5.000000e-02,1.354775e-03,-1.911164e-03,0.000000e+00,-7.252262e-05,0.000000e+00,0.000000e+00
5.930000e-01,7.519531e-01,5.000000e-02,1.341742e-03,-1.893542e-03,0.000000e+00,-5.754775e-05,0.000000e+00,0.000000e+00
5.940000e-01,7.519531e-01,5.000000e-02,1.328986e-03,-1.876721e-03,0.000000e+00,-4.305856e-05,0.000000e+00,0.000000e+00
5.950000e-01,7.519531e-01,5.000000e-02,1.317058e-03,-1.862299e-03,0.000000e+00,-3.002577e-05,0.000000e+00,0.000000e+00
5.960000e-01,7.519531e-01,5.000000e-02,1.305130e-03,-1.847878e-03,0.000000e+00,-1.699376e-05,0.000000e+00,0.000000e+00
5.970000e-01,7.519531e-01,5.000000e-02,1.293203e-03,-1.833457e-03,0.000000e+00,-3.961747e-06,0.000000e+00,0.000000e+00
5.980000e-01,7.519531e-01,5.000000e-02,1.281275e-03,-1.819036e-03,0.000000e+00,9.070267e-06,0.000000e+00,0.000000e+00
5.990000e-01,7.519531e-01,5.000000e-02,1.269347e-03,-1.804615e-03,0.000000e+00,2.210228e-05,0.000000e+00,0.000000e+00
6.000000e-01,7.519531e-01,5.000000e-02,1.257419e-03,-1.790194e-03,0.000000e+00,3.513507e-05,0.000000e+00,0.000000e+00
6.010000e-01,7.519531e-01,5.000000e-02,1.245491e-03,-1.775773e-03,0.000000e+00,4.816709e-05,0.000000e+00,0.000000e+00
6.020000e-01,7.519531e-01,5.000000e-02,1.230219e-03,-1.758857e-03,0.000000e+00,6.526875e-05,0.000000e+00,0.000000e+00
6.030000e-01,7.519531e-01,5.000000e-02,1.210649e-03,-1.738733e-03,0.000000e+00,8.760274e-05,0.000000e+00,0.000000e+00
6.040000e-01,7.519531e-01,5.000000e-02,1.191079e-03,-1.718609e-03,0.000000e+00,1.099367e-04,0.000000e+00,0.000000e+00
6.050000e-01,7.519531e-01,5.000000e-02,1.171507e-03,-1.698484e-03,0.000000e+00,1.322720e-04,0.000000e+00,0.000000e+00
6.060000e-01,7.519531e-01,5.000000e-02,1.151937e-03,-1.678360e-03,0.000000e+00,1.546060e-04,0.000000e+00,0.000000e+00
6.070000e-01,7.519531e-01,5.000000e-02,1.132366e-03,-1.658236e-03,0.000000e+00,1.769400e-04,0.000000e+00,0.000000e+00
6.080000e-01,7.519531e-01,5.000000e-02,1.112796e-03,-1.638112e-03,0.000000e+00,1.992740e-04,0.000000e+00,0.000000e+00
6.090000e-01,7.519531e-01,5.000000e-02,1.093225e-03,-1.617987e-03,0.000000e+00,2.216093e-04,0.000000e+00,0.000000e+00
6.100000e-01,7.519531e-01,5.000000e-02,1.071576e-03,-1.597641e-03,0.000000e+00,2.403959e-04,0.000000e+00,0.000000e+00
6.110000e-01,7.519531e-01,5.000000e-02,1.048681e-03,-1.577163e-03,0.000000e+00,2.570541e-04,0.000000e+00,0.000000e+00
6.120000e-01,7.519531e-01,5.000000e-02,1.025785e-03,-1.556684e-03,0.000000e+00,2.737124e-04,0.000000e+00,0.000000e+00
6.130000e-01,7.519531e-01,5.000000e-02,1.002890e-03,-1.536206e-03,0.000000e+00,2.903707e-04,0.000000e+00,0.000000e+00
6.140000e-01,7.519531e-01,5.000000e-02,9.799931e-04,-1.515726e-03,0.000000e+00,3.070299e-04,0.000000e+00,0.000000e+00
6.150000e-01,7.519531e-01,5.000000e-02,9.570978e-04,-1.495248e-03,0.000000e+00,3.236882e-04,0.000000e+00,0.000000e+00
6.160000e-01,7.519531e-01,5.000000e-02,9.342024e-04,-1.474770e-03,0.000000e+00,3.403465e-04,0.000000e+00,0.000000e+00
6.170000e-01,7.519531e-01,5.000000e-02,9.113071e-04,-1.454291e-03,0.000000e+00,3.570047e-04,0.000000e+00,0.000000e+00
6.180000e-01,7.519531e-01,5.000000e-02,8.909473e-04,-1.438747e-03,0.000000e+00,3.759857e-04,0.000000e+00,0.000000e+00
6.190000e-01,7.519531e-01,5.000000e-02,8.711715e-04,-1.424340e-03,0.000000e+00,3.955039e-04,0.000000e+00,0.000000e+00
6.200000e-01,7.519531e-01,5.000000e-02,8.513970e-04,-1.409935e-03,0.000000e+00,4.150209e-04,0.000000e+00,0.000000e+00
6.210000e-01,7.519531e-01,5.000000e-02,8.316224e-04,-1.395529e-03,0.000000e+00,4.345379e-04,0.000000e+00,0.000000e+00
6.220000e-01,7.519531e-01,5.000000e-02,8.118479e-04,-1.381123e-03,0.000000e+00,4.540549e-04,0.000000e+00,0.000000e+00
6.230000e-01,7.519531e-01,5.000000e-02,7.920721e-04,-1.366717e-03,0.000000e+00,4.735731e-04,0.000000e+00,0.000000e+00
6.240000e-01,7.519531e-01,5.000000e-02,7.722976e-04,-1.352311e-03,0.000000e+00,4.930901e-04,0.000000e+00,0.000000e+00
6.250000e-01,7.519531e-01,5.000000e-02,7.525230e-04,-1.337906e-03,0.000000e+00,5.126072e-04,0.000000e+00,0.000000e+00
6.260000e-01,7.519531e-01,5.000000e-02,7.234622e-04,-1.315881e-03,0.000000e+00,5.296077e-04,0.000000e+00,0.000000e+00
6.270000e-01,7.519531e-01,5.000000e-02,6.944014e-04,-1.293855e-03,0.000000e+00,5.466082e-04,0.000000e+00,0.000000e+00
6.280000e-01,7.519531e-01,5.000000e-02,6.653390e-04,-1.271829e-03,0.000000e+00,5.636098e-04,0.000000e+00,0.000000e+00
6.290000e-01,7.519531e-01,5.000000e-02,6.362782e-04,-1.249804e-03,0.000000e+00,5.806103e-04,0.000000e+00,0.000000e+00
6.300000e-01,7.519531e-01,5.000000e-02,6.072175e-04,-1.227779e-03,0.000000e+00,5.976108e-04,0.000000e+00,0.000000e+00
6.310000e-01,7.519531e-01,5.000000e-02,5.781567e-04,-1.205754e-03,0.000000e+00,6.146114e-04,0.000000e+00,0.000000e+00
6.320000e-01,7.519531e-01,5.000000e-02,5.490942e-04,-1.183728e-03,0.000000e+00,6.316129e-04,0.000000e+00,0.000000e+00
6.330000e-01,7.519531e-01,5.000000e-02,5.202098e-04,-1.162435e-03,0.000000e+00,6.474209e-04,0.000000e+00,0.000000e+00
6.340000e-01,7.519531e-01,5.000000e-02,4.920893e-04,-1.144315e-03,0.000000e+00,6.580621e-04,0.000000e+00,0.000000e+00
6.350000e-01,7.519531e-01,5.000000e-02,4.639687e-04,-1.126195e-03,0.000000e+00,6.687031e-04,0.000000e+00,0.000000e+00
6.360000e-01,7.519531e-01,5.000000e-02,4.358482e-04,-1.108075e-03,0.000000e+00,6.793442e-04,0.000000e+00,0.000000e+00
6.370000e-01,7.519531e-01,5.000000e-02,4.077260e-04,-1.089954e-03,0.000000e+00,6.899860e-04,0.000000e+00,0.000000e+00
6.380000e-01,7.519531e-01,5.000000e-02,3.796055e-04,-1.071834e-03,0.000000e+00,7.006270e-04,0.000000e+00,0.000000e+00
6.390000e-01,7.519531e-01,5.000000e-02,3.514849e-04,-1.053715e-03,0.000000e+00,7.112682e-04,0.000000e+00,0.000000e+00
6.400000e-01,7.519531e-01,5.000000e-02,3.233644e-04,-1.035595e-03,0.000000e+00,7.219093e-04,0.000000e+00,0.000000e+00
6.410000e-01,7.519531e-01,5.000000e-02,2.942310e-04,-1.017471e-03,0.000000e+00,7.348236e-04,0.000000e+00,0.000000e+00
6.420000e-01,7.519531e-01,5.000000e-02,2.634075e-04,-9.993383e-04,0.000000e+00,7.515281e-04,0.000000e+00,0.000000e+00
6.430000e-01,7.519531e-01,5.000000e-02,2.325859e-04,-9.812071e-04,0.000000e+00,7.682315e-04,0.000000e+00,0.000000e+00
6.440000e-01,7.519531e-01,5.000000e-02,2.017642e-04,-9.630760e-04,0.000000e+00,7.849349e-04,0.000000e+00,0.000000e+00
6.450000e-01,7.519531e-01,5.000000e-02,1.709426e-04,-9.449448e-04,0.000000e+00,8.016384e-04,0.000000e+00,0.000000e+00
6.460000e-01,7.519531e-01,5.000000e-02,1.401191e-04,-9.268126e-04,0.000000e+00,8.183428e-04,0.000000e+00,0.000000e+00
6.470000e-01,7.519531e-01,5.000000e-02,1.092974e-04,-9.086814e-04,0.000000e+00,8.350462e-04,0.000000e+00,0.000000e+00
6.480000e-01,7.519531e-01,5.000000e-02,7.847578e-05,-8.905502e-04,0.000000e+00,8.517497e-04,0.000000e+00,0.000000e+00
6.490000e-01,7.519531e-01,5.000000e-02,4.398775e-05,-8.700459e-04,0.000000e+00,8.645845e-04,0.000000e+00,0.000000e+00
6.500000e-01,7.519531e-01,5.000000e-02,6.648057e-06,-8.476958e-04,0.000000e+00,8.744104e-04,0.000000e+00,0.000000e+00
6.510000e-01,7.519531e-01,5.000000e-02,-3.069386e-05,-8.253444e-04,0.000000e+00,8.842369e-04,0.000000e+00,0.000000e+00
6.520000e-01,7.519531e-01,5.000000e-02,-6.803356e-05,-8.029942e-04,0.000000e+00,8.940628e-04,0.000000e+00,0.000000e+00
6.530000e-01,7.519531e-01,5.000000e-02,-1.053732e-04,-7.806441e-04,0.000000e+00,9.038887e-04,0.000000e+00,0.000000e+00
6.540000e-01,7.519531e-01,5.000000e-02,-1.427129e-04,-7.582940e-04,0.000000e+00,9.137146e-04,0.000000e+00,0.000000e+00
6.550000e-01,7.519531e-01,5.000000e-02,-1.800526e-04,-7.359439e-04,0.000000e+00,9.235406e-04,0.000000e+00,0.000000e+00
6.560000e-01,7.519531e-01,5.000000e-02,-2.173946e-04,-7.135925e-04,0.000000e+00,9.333671e-04,0.000000e+00,0.000000e+00
6.570000e-01,7.519531e-01,5.000000e-02,-2.557036e-04,-6.924894e-04,0.000000e+00,9.428087e-04,0.000000e+00,0.000000e+00
6.580000e-01,7.519531e-01,5.000000e-02,-2.943358e-04,-6.718020e-04,0.000000e+00,9.521222e-04,0.000000e+00,0.000000e+00
6.590000e-01,7.519531e-01,5.000000e-02,-3.329680e-04,-6.511146e-04,0.000000e+00,9.614357e-04,0.000000e+00,0.000000e+00
6.600000e-01,7.519531e-01,5.000000e-02,-3.716025e-04,-6.304260e-04,0.000000e+00,9.707498e-04,0.000000e+00,0.000000e+00
6.610000e-01,7.519531e-01,5.000000e-02,-4.102346e-04,-6.097386e-04,0.000000e+00,9.800633e-04,0.000000e+00,0.000000e+00
6.620000e-01,7.519531e-01,5.000000e-02,-4.488668e-04,-5.890513e-04,0.000000e+00,9.893769e-04,0.000000e+00,0.000000e+00
6.630000e-01,7.519531e-01,5.000000e-02,-4.874989e-04,-5.683639e-04,0.000000e+00,9.986904e-04,0.000000e+00,0.000000e+00
6.640000e-01,7.519531e-01,5.000000e-02,-5.261311e-04,-5.476765e-04,0.000000e+00,1.008004e-03,0.000000e+00,0.000000e+00
6.650000e-01,7.519531e-01,5.000000e-02,-5.678041e-04,-5.264190e-04,0.000000e+00,1.014944e-03,0.000000e+00,0.000000e+00
6.660000e-01,7.519531e-01,5.000000e-02,-6.096772e-04,-5.051249e-04,0.000000e+00,1.021724e-03,0.000000e+00,0.000000e+00
6.670000e-01,7.519531e-01,5.000000e-02,-6.515504e-04,-4.838307e-04,0.000000e+00,1.028505e-03,0.000000e+00,0.000000e+00
6.680000e-01,7.519531e-01,5.000000e-02,-6.934234e-04,-4.625365e-04,0.000000e+00,1.035286e-03,0.000000e+00,0.000000e+00
6.690000e-01,7.519531e-01,5.000000e-02,-7.352991e-04,-4.412411e-04,0.000000e+00,1.042068e-03,0.000000e+00,0.000000e+00
6.700000e-01,7.519531e-01,5.000000e-02,-7.771722e-04,-4.199469e-04,0.000000e+00,1.048848e-03,0.000000e+00,0.000000e+00
6.710000e-01,7.519531e-01,5.000000e-02,-8.190453e-04,-3.986527e-04,0.000000e+00,1.055629e-03,0.000000e+00,0.000000e+00
6.720000e-01,7.519531e-01,5.000000e-02,-8.617656e-04,-3.768225e-04,0.000000e+00,1.062075e-03,0.000000e+00,0.000000e+00
6.730000e-01,7.519531e-01,5.000000e-02,-9.104170e-04,-3.512392e-04,0.000000e+00,1.066179e-03,0.000000e+00,0.000000e+00
6.740000e-01,7.519531e-01,5.000000e-02,-9.590713e-04,-3.256543e-04,0.000000e+00,1.070283e-03,0.000000e+00,0.000000e+00
6.750000e-01,7.519531e-01,5.000000e-02,-1.007723e-03,-3.000710e-04,0.000000e+00,1.074387e-03,0.000000e+00,0.000000e+00
6.760000e-01,7.519531e-01,5.000000e-02,-1.056374e-03,-2.744877e-04,0.000000e+00,1.078491e-03,0.000000e+00,0.000000e+00
6.770000e-01,7.519531e-01,5.000000e-02,-1.105025e-03,-2.489044e-04,0.000000e+00,1.082594e-03,0.000000e+00,0.000000e+00
6.780000e-01,7.519531e-01,5.000000e-02,-1.153677e-03,-2.233211e-04,0.000000e+00,1.086698e-03,0.000000e+00,0.000000e+00
6.790000e-01,7.519531e-01,5.000000e-02,-1.202331e-03,-1.977363e-04,0.000000e+00,1.090802e-03,0.000000e+00,0.000000e+00
6.800000e-01,7.519531e-01,5.000000e-02,-1.252738e-03,-1.711998e-04,0.000000e+00,1.091666e-03,0.000000e+00,0.000000e+00
6.810000e-01,7.519531e-01,5.000000e-02,-1.307008e-03,-1.425666e-04,0.000000e+00,1.085404e-03,0.000000e+00,0.000000e+00
6.820000e-01,7.519531e-01,5.000000e-02,-1.361278e-03,-1.139333e-04,0.000000e+00,1.079142e-03,0.000000e+00,0.000000e+00
6.830000e-01,7.519531e-01,5.000000e-02,-1.415552e-03,-8.529832e-05,0.000000e+00,1.072880e-03,0.000000e+00,0.000000e+00
6.840000e-01,7.519531e-01,5.000000e-02,-1.469822e-03,-5.666505e-05,0.000000e+00,1.066618e-03,0.000000e+00,0.000000e+00
6.850000e-01,7.519531e-01,5.000000e-02,-1.524092e-03,-2.803178e-05,0.000000e+00,1.060356e-03,0.000000e+00,0.000000e+00
6.860000e-01,7.519531e-01,5.000000e-02,-1.578362e-03,6.014900e-07,0.000000e+00,1.054094e-03,0.000000e+00,0.000000e+00
6.870000e-01,7.519531e-01,5.000000e-02,-1.632632e-03,2.923476e-05,0.000000e+00,1.047832e-03,0.000000e+00,0.000000e+00
6.880000e-01,7.519531e-01,5.000000e-02,-1.687618e-03,5.658703e-05,0.000000e+00,1.039602e-03,0.000000e+00,0.000000e+00
6.890000e-01,7.519531e-01,5.000000e-02,-1.743313e-03,8.265505e-05,0.000000e+00,1.029406e-03,0.000000e+00,0.000000e+00
6.900000e-01,7.519531e-01,5.000000e-02,-1.799008e-03,1.087231e-04,0.000000e+00,1.019210e-03,0.000000e+00,0.000000e+00
6.910000e-01,7.519531e-01,5.000000e-02,-1.854703e-03,1.347911e-04,0.000000e+00,1.009013e-03,0.000000e+00,0.000000e+00
6.920000e-01,7.519531e-01,5.000000e-02,-1.910398e-03,1.608591e-04,0.000000e+00,9.988172e-04,0.000000e+00,0.000000e+00
6.930000e-01,7.519531e-01,5.000000e-02,-1.966097e-03,1.869287e-04,0.000000e+00,9.886202e-04,0.000000e+00,0.000000e+00
6.940000e-01,7.519531e-01,5.000000e-02,-2.021792e-03,2.129967e-04,0.000000e+00,9.784240e-04,0.000000e+00,0.000000e+00
6.950000e-01,7.519531e-01,5.000000e-02,-2.077487e-03,2.390647e-04,0.000000e+00,9.682278e-04,0.000000e+00,0.000000e+00
6.960000e-01,7.519531e-01,5.000000e-02,-2.138199e-03,2.672178e-04,0.000000e+00,9.569487e-04,0.000000e+00,0.000000e+00
6.970000e-01,7.519531e-01,5.000000e-02,-2.201194e-03,2.963203e-04,0.000000e+00,9.451768e-04,0.000000e+00,0.000000e+00
6.980000e-01,7.519531e-01,5.000000e-02,-2.264186e-03,3.254211e-04,0.000000e+00,9.334055e-04,0.000000e+00,0.000000e+00
6.990000e-01,7.519531e-01,5.000000e-02,-2.327178e-03,3.545220e-04,0.000000e+00,9.216342e-04,0.000000e+00,0.000000e+00
7.000000e-01,7.519531e-01,5.000000e-02,-2.390170e-03,3.836228e-04,0.000000e+00,9.098629e-04,0.000000e+00,0.000000e+00
7.010000e-01,7.519531e-01,5.000000e-02,-2.453162e-03,4.127236e-04,0.000000e+00,8.980916e-04,0.000000e+00,0.000000e+00
7.020000e-01,7.519531e-01,5.000000e-02,-2.516157e-03,4.418262e-04,0.000000e+00,8.863197e-04,0.000000e+00,0.000000e+00
7.030000e-01,7.519531e-01,5.000000e-02,-2.579149e-03,4.709270e-04,0.000000e+00,8.745484e-04,0.000000e+00,0.000000e+00
7.040000e-01,7.519531e-01,5.000000e-02,-2.646968e-03,5.014415e-04,0.000000e+00,8.504348e-04,0.000000e+00,0.000000e+00
7.050000e-01,7.519531e-01,5.000000e-02,-2.715477e-03,5.321580e-04,0.000000e+00,8.245581e-04,0.000000e+00,0.000000e+00
7.060000e-01,7.519531e-01,5.000000e-02,-2.783985e-03,5.628744e-04,0.000000e+00,7.986814e-04,0.000000e+00,0.000000e+00
7.070000e-01,7.519531e-01,5.000000e-02,-2.852498e-03,5.935927e-04,0.000000e+00,7.728031e-04,0.000000e+00,0.000000e+00
7.080000e-01,7.519531e-01,5.000000e-02,-2.921007e-03,6.243091e-04,0.000000e+00,7.469265e-04,0.000000e+00,0.000000e+00
7.090000e-01,7.519531e-01,5.000000e-02,-2.989515e-03,6.550256e-04,0.000000e+00,7.210498e-04,0.000000e+00,0.000000e+00
7.100000e-01,7.519531e-01,5.000000e-02,-3.058024e-03,6.857420e-04,0.000000e+00,6.951730e-04,0.000000e+00,0.000000e+00
7.110000e-01,7.519531e-01,5.000000e-02,-3.126756e-03,7.163063e-04,0.000000e+00,6.686326e-04,0.000000e+00,0.000000e+00
7.120000e-01,7.519531e-01,5.000000e-02,-3.198775e-03,7.445590e-04,0.000000e+00,6.321637e-04,0.000000e+00,0.000000e+00
7.130000e-01,7.519531e-01,5.000000e-02,-3.270793e-03,7.728119e-04,0.000000e+00,5.956948e-04,0.000000e+00,0.000000e+00
7.140000e-01,7.519531e-01,5.000000e-02,-3.342811e-03,8.010647e-04,0.000000e+00,5.592259e-04,0.000000e+00,0.000000e+00
7.150000e-01,7.519531e-01,5.000000e-02,-3.414829e-03,8.293175e-04,0.000000e+00,5.227570e-04,0.000000e+00,0.000000e+00
7.160000e-01,7.519531e-01,5.000000e-02,-3.486852e-03,8.575720e-04,0.000000e+00,4.862860e-04,0.000000e+00,0.000000e+00
7.170000e-01,7.519531e-01,5.000000e-02,-3.558871e-03,8.858248e-04,0.000000e+00,4.498171e-04,0.000000e+00,0.000000e+00
7.180000e-01,7.519531e-01,5.000000e-02,-3.630889e-03,9.140777e-04,0.000000e+00,4.133482e-04,0.000000e+00,0.000000e+00
7.190000e-01,7.519531e-01,5.000000e-02,-3.703978e-03,9.410434e-04,0.000000e+00,3.755499e-04,0.000000e+00,0.000000e+00
7.200000e-01,7.519531e-01,5.000000e-02,-3.780285e-03,9.641488e-04,0.000000e+00,3.337603e-04,0.000000e+00,0.000000e+00
7.210000e-01,7.519531e-01,5.000000e-02,-3.856588e-03,9.872529e-04,0.000000e+00,2.919732e-04,0.000000e+00,0.000000e+00
7.220000e-01,7.519531e-01,5.000000e-02,-3.932890e-03,1.010357e-03,0.000000e+00,2.501861e-04,0.000000e+00,0.000000e+00
7.230000e-01,7.519531e-01,5.000000e-02,-4.009193e-03,1.033461e-03,0.000000e+00,2.083990e-04,0.000000e+00,0.000000e+00
7.240000e-01,7.519531e-01,5.000000e-02,-4.085495e-03,1.056565e-03,0.000000e+00,1.666120e-04,0.000000e+00,0.000000e+00
7.250000e-01,7.519531e-01,5.000000e-02,-4.161802e-03,1.079671e-03,0.000000e+00,1.248224e-04,0.000000e+00,0.000000e+00
7.260000e-01,7.519531e-01,5.000000e-02,-4.238105e-03,1.102775e-03,0.000000e+00,8.303532e-05,0.000000e+00,0.000000e+00
7.270000e-01,7.519531e-01,5.000000e-02,-4.319504e-03,1.126320e-03,0.000000e+00,3.730642e-05,0.000000e+00,0.000000e+00
7.280000e-01,7.519531e-01,5.000000e-02,-4.407457e-03,1.150432e-03,0.000000e+00,-1.349043e-05,0.000000e+00,0.000000e+00
7.290000e-01,7.519531e-01,5.000000e-02,-4.495409e-03,1.174544e-03,0.000000e+00,-6.428728e-05,0.000000e+00,0.000000e+00
7.300000e-01,7.519531e-01,5.000000e-02,-4.583367e-03,1.198657e-03,0.000000e+00,-1.150872e-04,0.000000e+00,0.000000e+00
7.310000e-01,7.519531e-01,5.000000e-02,-4.671320e-03,1.222769e-03,0.000000e+00,-1.658840e-04,0.000000e+00,0.000000e+00
7.320000e-01,7.519531e-01,5.000000e-02,-4.759273e-03,1.246881e-03,0.000000e+00,-2.166809e-04,0.000000e+00,0.000000e+00
7.330000e-01,7.519531e-01,5.000000e-02,-4.847225e-03,1.270993e-03,0.000000e+00,-2.674777e-04,0.000000e+00,0.000000e+00
7.340000e-01,7.519531e-01,5.000000e-02,-4.935183e-03,1.295107e-03,0.000000e+00,-3.182776e-04,0.000000e+00,0.000000e+00
7.350000e-01,7.519531e-01,5.000000e-02,-5.026277e-03,1.316257e-03,0.000000e+00,-3.791218e-04,0.000000e+00,0.000000e+00
7.360000e-01,7.519531e-01,5.000000e-02,-5.119256e-03,1.335630e-03,0.000000e+00,-4.459939e-04,0.000000e+00,0.000000e+00
7.370000e-01,7.519531e-01,5.000000e-02,-5.212235e-03,1.355003e-03,0.000000e+00,-5.128659e-04,0.000000e+00,0.000000e+00
7.380000e-01,7.519531e-01,5.000000e-02,-5.305214e-03,1.374376e-03,0.000000e+00,-5.797379e-04,0.000000e+00,0.000000e+00
7.390000e-01,7.519531e-01,5.000000e-02,-5.398198e-03,1.393750e-03,0.000000e+00,-6.466139e-04,0.000000e+00,0.000000e+00
7.400000e-01,7.519531e-01,5.000000e-02,-5.491177e-03,1.413123e-03,0.000000e+00,-7.134860e-04,0.000000e+00,0.000000e+00
7.410000e-01,7.519531e-01,5.000000e-02,-5.584156e-03,1.432496e-03,0.000000e+00,-7.803580e-04,0.000000e+00,0.000000e+00
