Points_0,Points_1,Points_2,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5
1.770000e-01,7.519531e-01,5.000000e-02,1.272515e-03,-2.665021e-03,0.000000e+00,-1.676051e-03,0.000000e+00,0.000000e+00
1.780000e-01,7.519531e-01,5.000000e-02,1.275164e-03,-2.664519e-03,0.000000e+00,-1.666662e-03,0.000000e+00,0.000000e+00
1.790000e-01,7.519531e-01,5.000000e-02,1.277813e-03,-2.664017e-03,0.000000e+00,-1.657274e-03,0.000000e+00,0.000000e+00
1.800000e-01,7.519531e-01,5.000000e-02,1.280432e-03,-2.663803e-03,0.000000e+00,-1.648250e-03,0.000000e+00,0.000000e+00
1.810000e-01,7.519531e-01,5.000000e-02,1.282984e-03,-2.664219e-03,0.000000e+00,-1.640028e-03,0.000000e+00,0.000000e+00
1.820000e-01,7.519531e-01,5.000000e-02,1.285536e-03,-2.664636e-03,0.000000e+00,-1.631807e-03,0.000000e+00,0.000000e+00
1.830000e-01,7.519531e-01,5.000000e-02,1.288088e-03,-2.665052e-03,0.000000e+00,-1.623585e-03,0.000000e+00,0.000000e+00
1.840000e-01,7.519531e-01,5.000000e-02,1.290641e-03,-2.665469e-03,0.000000e+00,-1.615363e-03,0.000000e+00,0.000000e+00
1.850000e-01,7.519531e-01,5.000000e-02,1.293193e-03,-2.665885e-03,0.000000e+00,-1.607141e-03,0.000000e+00,0.000000e+00
1.860000e-01,7.519531e-01,5.000000e-02,1.295745e-03,-2.666302e-03,0.000000e+00,-1.598920e-03,0.000000e+00,0.000000e+00
1.870000e-01,7.519531e-01,5.000000e-02,1.298297e-03,-2.666719e-03,0.000000e+00,-1.590698e-03,0.000000e+00,0.000000e+00
1.880000e-01,7.519531e-01,5.000000e-02,1.300718e-03,-2.667431e-03,0.000000e+00,-1.583027e-03,0.000000e+00,0.000000e+00
1.890000e-01,7.519531e-01,5.000000e-02,1.303009e-03,-2.668439e-03,0.000000e+00,-1.575906e-03,0.000000e+00,0.000000e+00
1.900000e-01,7.519531e-01,5.000000e-02,1.305300e-03,-2.669448e-03,0.000000e+00,-1.568786e-03,0.000000e+00,0.000000e+00
1.910000e-01,7.519531e-01,5.000000e-02,1.307590e-03,-2.670456e-03,0.000000e+00,-1.561665e-03,0.000000e+00,0.000000e+00
1.920000e-01,7.519531e-01,5.000000e-02,1.309881e-03,-2.671464e-03,0.000000e+00,-1.554544e-03,0.000000e+00,0.000000e+00
1.930000e-01,7.519531e-01,5.000000e-02,1.312172e-03,-2.672472e-03,0.000000e+00,-1.547424e-03,0.000000e+00,0.000000e+00
1.940000e-01,7.519531e-01,5.000000e-02,1.314462e-03,-2.673480e-03,0.000000e+00,-1.540303e-03,0.000000e+00,0.000000e+00
1.950000e-01,7.519531e-01,5.000000e-02,1.316753e-03,-2.674489e-03,0.000000e+00,-1.533183e-03,0.000000e+00,0.000000e+00
1.960000e-01,7.519531e-01,5.000000e-02,1.319137e-03,-2.676093e-03,0.000000e+00,-1.526483e-03,0.000000e+00,0.000000e+00
1.970000e-01,7.519531e-01,5.000000e-02,1.321563e-03,-2.677969e-03,0.000000e+00,-1.519973e-03,0.000000e+00,0.000000e+00
1.980000e-01,7.519531e-01,5.000000e-02,1.323989e-03,-2.679846e-03,0.000000e+00,-1.513464e-03,0.000000e+00,0.000000e+00
1.990000e-01,7.519531e-01,5.000000e-02,1.326415e-03,-2.681721e-03,0.000000e+00,-1.506955e-03,0.000000e+00,0.000000e+00
2.000000e-01,7.519531e-01,5.000000e-02,1.328842e-03,-2.683598e-03,0.000000e+00,-1.500446e-03,0.000000e+00,0.000000e+00
2.010000e-01,7.519531e-01,5.000000e-02,1.331268e-03,-2.685474e-03,0.000000e+00,-1.493936e-03,0.000000e+00,0.000000e+00
2.020000e-01,7.519531e-01,5.000000e-02,1.333694e-03,-2.687349e-03,0.000000e+00,-1.487427e-03,0.000000e+00,0.000000e+00
2.030000e-01,7.519531e-01,5.000000e-02,1.336120e-03,-2.689226e-03,0.000000e+00,-1.480918e-03,0.000000e+00,0.000000e+00
2.040000e-01,7.519531e-01,5.000000e-02,1.338418e-03,-2.691607e-03,0.000000e+00,-1.475046e-03,0.000000e+00,0.000000e+00
2.050000e-01,7.519531e-01,5.000000e-02,1.340697e-03,-2.694062e-03,0.000000e+00,-1.469266e-03,0.000000e+00,0.000000e+00
2.060000e-01,7.519531e-01,5.000000e-02,1.342976e-03,-2.696516e-03,0.000000e+00,-1.463485e-03,0.000000e+00,0.000000e+00
2.070000e-01,7.519531e-01,5.000000e-02,1.345255e-03,-2.698970e-03,0.000000e+00,-1.457705e-03,0.000000e+00,0.000000e+00
2.080000e-01,7.519531e-01,5.000000e-02,1.347534e-03,-2.701425e-03,0.000000e+00,-1.451924e-03,0.000000e+00,0.000000e+00
2.090000e-01,7.519531e-01,5.000000e-02,1.349813e-03,-2.703879e-03,0.000000e+00,-1.446143e-03,0.000000e+00,0.000000e+00
2.100000e-01,7.519531e-01,5.000000e-02,1.352092e-03,-2.706333e-03,0.000000e+00,-1.440363e-03,0.000000e+00,0.000000e+00
2.110000e-01,7.519531e-01,5.000000e-02,1.354363e-03,-2.708819e-03,0.000000e+00,-1.434636e-03,0.000000e+00,0.000000e+00
2.120000e-01,7.519531e-01,5.000000e-02,1.356526e-03,-2.711782e-03,0.000000e+00,-1.429719e-03,0.000000e+00,0.000000e+00
2.130000e-01,7.519531e-01,5.000000e-02,1.358690e-03,-2.714744e-03,0.000000e+00,-1.424801e-03,0.000000e+00,0.000000e+00
2.140000e-01,7.519531e-01,5.000000e-02,1.360853e-03,-2.717706e-03,0.000000e+00,-1.419884e-03,0.000000e+00,0.000000e+00
2.150000e-01,7.519531e-01,5.000000e-02,1.363016e-03,-2.720668e-03,0.000000e+00,-1.414966e-03,0.000000e+00,0.000000e+00
2.160000e-01,7.519531e-01,5.000000e-02,1.365179e-03,-2.723630e-03,0.000000e+00,-1.410048e-03,0.000000e+00,0.000000e+00
2.170000e-01,7.519531e-01,5.000000e-02,1.367342e-03,-2.726592e-03,0.000000e+00,-1.405131e-03,0.000000e+00,0.000000e+00
2.180000e-01,7.519531e-01,5.000000e-02,1.369505e-03,-2.729554e-03,0.000000e+00,-1.400213e-03,0.000000e+00,0.000000e+00
2.190000e-01,7.519531e-01,5.000000e-02,1.371693e-03,-2.732678e-03,0.000000e+00,-1.395474e-03,0.000000e+00,0.000000e+00
2.200000e-01,7.519531e-01,5.000000e-02,1.373955e-03,-2.736288e-03,0.000000e+00,-1.391270e-03,0.000000e+00,0.000000e+00
2.210000e-01,7.519531e-01,5.000000e-02,1.376217e-03,-2.739898e-03,0.000000e+00,-1.387065e-03,0.000000e+00,0.000000e+00
2.220000e-01,7.519531e-01,5.000000e-02,1.378479e-03,-2.743508e-03,0.000000e+00,-1.382861e-03,0.000000e+00,0.000000e+00
2.230000e-01,7.519531e-01,5.000000e-02,1.380741e-03,-2.747118e-03,0.000000e+00,-1.378657e-03,0.000000e+00,0.000000e+00
2.240000e-01,7.519531e-01,5.000000e-02,1.383003e-03,-2.750728e-03,0.000000e+00,-1.374453e-03,0.000000e+00,0.000000e+00
2.250000e-01,7.519531e-01,5.000000e-02,1.385264e-03,-2.754338e-03,0.000000e+00,-1.370249e-03,0.000000e+00,0.000000e+00
2.260000e-01,7.519531e-01,5.000000e-02,1.387526e-03,-2.757947e-03,0.000000e+00,-1.366044e-03,0.000000e+00,0.000000e+00
2.270000e-01,7.519531e-01,5.000000e-02,1.389715e-03,-2.761729e-03,0.000000e+00,-1.362204e-03,0.000000e+00,0.000000e+00
2.280000e-01,7.519531e-01,5.000000e-02,1.391808e-03,-2.765731e-03,0.000000e+00,-1.358831e-03,0.000000e+00,0.000000e+00
2.290000e-01,7.519531e-01,5.000000e-02,1.393902e-03,-2.769733e-03,0.000000e+00,-1.355458e-03,0.000000e+00,0.000000e+00
2.300000e-01,7.519531e-01,5.000000e-02,1.395995e-03,-2.773736e-03,0.000000e+00,-1.352085e-03,0.000000e+00,0.000000e+00
2.310000e-01,7.519531e-01,5.000000e-02,1.398088e-03,-2.777738e-03,0.000000e+00,-1.348712e-03,0.000000e+00,0.000000e+00
2.320000e-01,7.519531e-01,5.000000e-02,1.400182e-03,-2.781740e-03,0.000000e+00,-1.345340e-03,0.000000e+00,0.000000e+00
2.330000e-01,7.519531e-01,5.000000e-02,1.402275e-03,-2.785742e-03,0.000000e+00,-1.341967e-03,0.000000e+00,0.000000e+00
2.340000e-01,7.519531e-01,5.000000e-02,1.404369e-03,-2.789744e-03,0.000000e+00,-1.338594e-03,0.000000e+00,0.000000e+00
2.350000e-01,7.519531e-01,5.000000e-02,1.406460e-03,-2.794050e-03,0.000000e+00,-1.335539e-03,0.000000e+00,0.000000e+00
2.360000e-01,7.519531e-01,5.000000e-02,1.408551e-03,-2.798538e-03,0.000000e+00,-1.332675e-03,0.000000e+00,0.000000e+00
2.370000e-01,7.519531e-01,5.000000e-02,1.410641e-03,-2.803026e-03,0.000000e+00,-1.329811e-03,0.000000e+00,0.000000e+00
2.380000e-01,7.519531e-01,5.000000e-02,1.412731e-03,-2.807513e-03,0.000000e+00,-1.326946e-03,0.000000e+00,0.000000e+00
2.390000e-01,7.519531e-01,5.000000e-02,1.414822e-03,-2.812001e-03,0.000000e+00,-1.324082e-03,0.000000e+00,0.000000e+00
2.400000e-01,7.519531e-01,5.000000e-02,1.416912e-03,-2.816489e-03,0.000000e+00,-1.321218e-03,0.000000e+00,0.000000e+00
2.410000e-01,7.519531e-01,5.000000e-02,1.419003e-03,-2.820977e-03,0.000000e+00,-1.318354e-03,0.000000e+00,0.000000e+00
2.420000e-01,7.519531e-01,5.000000e-02,1.421093e-03,-2.825464e-03,0.000000e+00,-1.315490e-03,0.000000e+00,0.000000e+00
2.430000e-01,7.519531e-01,5.000000e-02,1.423253e-03,-2.830421e-03,0.000000e+00,-1.312988e-03,0.000000e+00,0.000000e+00
2.440000e-01,7.519531e-01,5.000000e-02,1.425428e-03,-2.835487e-03,0.000000e+00,-1.310570e-03,0.000000e+00,0.000000e+00
2.450000e-01,7.519531e-01,5.000000e-02,1.427604e-03,-2.840552e-03,0.000000e+00,-1.308153e-03,0.000000e+00,0.000000e+00
2.460000e-01,7.519531e-01,5.000000e-02,1.429779e-03,-2.845618e-03,0.000000e+00,-1.305735e-03,0.000000e+00,0.000000e+00
2.470000e-01,7.519531e-01,5.000000e-02,1.431955e-03,-2.850683e-03,0.000000e+00,-1.303317e-03,0.000000e+00,0.000000e+00
2.480000e-01,7.519531e-01,5.000000e-02,1.434131e-03,-2.855749e-03,0.000000e+00,-1.300900e-03,0.000000e+00,0.000000e+00
2.490000e-01,7.519531e-01,5.000000e-02,1.436306e-03,-2.860815e-03,0.000000e+00,-1.298482e-03,0.000000e+00,0.000000e+00
2.500000e-01,7.519531e-01,5.000000e-02,1.438482e-03,-2.865880e-03,0.000000e+00,-1.296064e-03,0.000000e+00,0.000000e+00
2.510000e-01,7.519531e-01,5.000000e-02,1.440619e-03,-2.871405e-03,0.000000e+00,-1.294174e-03,0.000000e+00,0.000000e+00
2.520000e-01,7.519531e-01,5.000000e-02,1.442757e-03,-2.876930e-03,0.000000e+00,-1.292283e-03,0.000000e+00,0.000000e+00
2.530000e-01,7.519531e-01,5.000000e-02,1.444894e-03,-2.882455e-03,0.000000e+00,-1.290393e-03,0.000000e+00,0.000000e+00
2.540000e-01,7.519531e-01,5.000000e-02,1.447032e-03,-2.887980e-03,0.000000e+00,-1.288502e-03,0.000000e+00,0.000000e+00
2.550000e-01,7.519531e-01,5.000000e-02,1.449169e-03,-2.893505e-03,0.000000e+00,-1.286612e-03,0.000000e+00,0.000000e+00
2.560000e-01,7.519531e-01,5.000000e-02,1.451307e-03,-2.899030e-03,0.000000e+00,-1.284721e-03,0.000000e+00,0.000000e+00
2.570000e-01,7.519531e-01,5.000000e-02,1.453444e-03,-2.904555e-03,0.000000e+00,-1.282830e-03,0.000000e+00,0.000000e+00
2.580000e-01,7.519531e-01,5.000000e-02,1.455590e-03,-2.910178e-03,0.000000e+00,-1.281015e-03,0.000000e+00,0.000000e+00
2.590000e-01,7.519531e-01,5.000000e-02,1.457773e-03,-2.916228e-03,0.000000e+00,-1.279523e-03,0.000000e+00,0.000000e+00
2.600000e-01,7.519531e-01,5.000000e-02,1.459955e-03,-2.922279e-03,0.000000e+00,-1.278030e-03,0.000000e+00,0.000000e+00
2.610000e-01,7.519531e-01,5.000000e-02,1.462138e-03,-2.928329e-03,0.000000e+00,-1.276538e-03,0.000000e+00,0.000000e+00
2.620000e-01,7.519531e-01,5.000000e-02,1.464320e-03,-2.934380e-03,0.000000e+00,-1.275046e-03,0.000000e+00,0.000000e+00
2.630000e-01,7.519531e-01,5.000000e-02,1.466503e-03,-2.940430e-03,0.000000e+00,-1.273554e-03,0.000000e+00,0.000000e+00
2.640000e-01,7.519531e-01,5.000000e-02,1.468686e-03,-2.946480e-03,0.000000e+00,-1.272062e-03,0.000000e+00,0.000000e+00
2.650000e-01,7.519531e-01,5.000000e-02,1.470868e-03,-2.952531e-03,0.000000e+00,-1.270570e-03,0.000000e+00,0.000000e+00
2.660000e-01,7.519531e-01,5.000000e-02,1.473040e-03,-2.958754e-03,0.000000e+00,-1.269253e-03,0.000000e+00,0.000000e+00
2.670000e-01,7.519531e-01,5.000000e-02,1.475192e-03,-2.965267e-03,0.000000e+00,-1.268229e-03,0.000000e+00,0.000000e+00
2.680000e-01,7.519531e-01,5.000000e-02,1.477345e-03,-2.971779e-03,0.000000e+00,-1.267205e-03,0.000000e+00,0.000000e+00
2.690000e-01,7.519531e-01,5.000000e-02,1.479497e-03,-2.978291e-03,0.000000e+00,-1.266181e-03,0.000000e+00,0.000000e+00
2.700000e-01,7.519531e-01,5.000000e-02,1.481650e-03,-2.984804e-03,0.000000e+00,-1.265157e-03,0.000000e+00,0.000000e+00
2.710000e-01,7.519531e-01,5.000000e-02,1.483802e-03,-2.991316e-03,0.000000e+00,-1.264133e-03,0.000000e+00,0.000000e+00
2.720000e-01,7.519531e-01,5.000000e-02,1.485955e-03,-2.997829e-03,0.000000e+00,-1.263109e-03,0.000000e+00,0.000000e+00
2.730000e-01,7.519531e-01,5.000000e-02,1.488107e-03,-3.004341e-03,0.000000e+00,-1.262085e-03,0.000000e+00,0.000000e+00
2.740000e-01,7.519531e-01,5.000000e-02,1.490423e-03,-3.011283e-03,0.000000e+00,-1.261260e-03,0.000000e+00,0.000000e+00
2.750000e-01,7.519531e-01,5.000000e-02,1.492865e-03,-3.018559e-03,0.000000e+00,-1.260591e-03,0.000000e+00,0.000000e+00
2.760000e-01,7.519531e-01,5.000000e-02,1.495308e-03,-3.025835e-03,0.000000e+00,-1.259921e-03,0.000000e+00,0.000000e+00
2.770000e-01,7.519531e-01,5.000000e-02,1.497750e-03,-3.033112e-03,0.000000e+00,-1.259251e-03,0.000000e+00,0.000000e+00
2.780000e-01,7.519531e-01,5.000000e-02,1.500193e-03,-3.040388e-03,0.000000e+00,-1.258582e-03,0.000000e+00,0.000000e+00
2.790000e-01,7.519531e-01,5.000000e-02,1.502635e-03,-3.047664e-03,0.000000e+00,-1.257912e-03,0.000000e+00,0.000000e+00
2.800000e-01,7.519531e-01,5.000000e-02,1.505078e-03,-3.054940e-03,0.000000e+00,-1.257243e-03,0.000000e+00,0.000000e+00
2.810000e-01,7.519531e-01,5.000000e-02,1.507520e-03,-3.062216e-03,0.000000e+00,-1.256573e-03,0.000000e+00,0.000000e+00
2.820000e-01,7.519531e-01,5.000000e-02,1.509301e-03,-3.069167e-03,0.000000e+00,-1.256325e-03,0.000000e+00,0.000000e+00
2.830000e-01,7.519531e-01,5.000000e-02,1.510861e-03,-3.076008e-03,0.000000e+00,-1.256217e-03,0.000000e+00,0.000000e+00
2.840000e-01,7.519531e-01,5.000000e-02,1.512421e-03,-3.082850e-03,0.000000e+00,-1.256110e-03,0.000000e+00,0.000000e+00
2.850000e-01,7.519531e-01,5.000000e-02,1.513981e-03,-3.089691e-03,0.000000e+00,-1.256002e-03,0.000000e+00,0.000000e+00
2.860000e-01,7.519531e-01,5.000000e-02,1.515541e-03,-3.096533e-03,0.000000e+00,-1.255895e-03,0.000000e+00,0.000000e+00
2.870000e-01,7.519531e-01,5.000000e-02,1.517101e-03,-3.103374e-03,0.000000e+00,-1.255787e-03,0.000000e+00,0.000000e+00
2.880000e-01,7.519531e-01,5.000000e-02,1.518661e-03,-3.110216e-03,0.000000e+00,-1.255680e-03,0.000000e+00,0.000000e+00
2.890000e-01,7.519531e-01,5.000000e-02,1.520221e-03,-3.117057e-03,0.000000e+00,-1.255572e-03,0.000000e+00,0.000000e+00
2.900000e-01,7.519531e-01,5.000000e-02,1.521675e-03,-3.124245e-03,0.000000e+00,-1.255758e-03,0.000000e+00,0.000000e+00
2.910000e-01,7.519531e-01,5.000000e-02,1.523122e-03,-3.131456e-03,0.000000e+00,-1.255964e-03,0.000000e+00,0.000000e+00
2.920000e-01,7.519531e-01,5.000000e-02,1.524569e-03,-3.138666e-03,0.000000e+00,-1.256170e-03,0.000000e+00,0.000000e+00
2.930000e-01,7.519531e-01,5.000000e-02,1.526016e-03,-3.145877e-03,0.000000e+00,-1.256375e-03,0.000000e+00,0.000000e+00
2.940000e-01,7.519531e-01,5.000000e-02,1.527462e-03,-3.153087e-03,0.000000e+00,-1.256581e-03,0.000000e+00,0.000000e+00
2.950000e-01,7.519531e-01,5.000000e-02,1.528909e-03,-3.160298e-03,0.000000e+00,-1.256787e-03,0.000000e+00,0.000000e+00
2.960000e-01,7.519531e-01,5.000000e-02,1.530356e-03,-3.167508e-03,0.000000e+00,-1.256992e-03,0.000000e+00,0.000000e+00
2.970000e-01,7.519531e-01,5.000000e-02,1.531921e-03,-3.174892e-03,0.000000e+00,-1.257197e-03,0.000000e+00,0.000000e+00
2.980000e-01,7.519531e-01,5.000000e-02,1.534310e-03,-3.183485e-03,0.000000e+00,-1.257396e-03,0.000000e+00,0.000000e+00
2.990000e-01,7.519531e-01,5.000000e-02,1.536699e-03,-3.192077e-03,0.000000e+00,-1.257595e-03,0.000000e+00,0.000000e+00
3.000000e-01,7.519531e-01,5.000000e-02,1.539088e-03,-3.200670e-03,0.000000e+00,-1.257794e-03,0.000000e+00,0.000000e+00
3.010000e-01,7.519531e-01,5.000000e-02,1.541477e-03,-3.209263e-03,0.000000e+00,-1.257992e-03,0.000000e+00,0.000000e+00
3.020000e-01,7.519531e-01,5.000000e-02,1.543866e-03,-3.217856e-03,0.000000e+00,-1.258191e-03,0.000000e+00,0.000000e+00
3.030000e-01,7.519531e-01,5.000000e-02,1.546255e-03,-3.226449e-03,0.000000e+00,-1.258390e-03,0.000000e+00,0.000000e+00
3.040000e-01,7.519531e-01,5.000000e-02,1.548644e-03,-3.235042e-03,0.000000e+00,-1.258588e-03,0.000000e+00,0.000000e+00
3.050000e-01,7.519531e-01,5.000000e-02,1.551012e-03,-3.243734e-03,0.000000e+00,-1.258845e-03,0.000000e+00,0.000000e+00
3.060000e-01,7.519531e-01,5.000000e-02,1.553336e-03,-3.252645e-03,0.000000e+00,-1.259231e-03,0.000000e+00,0.000000e+00
3.070000e-01,7.519531e-01,5.000000e-02,1.555660e-03,-3.261556e-03,0.000000e+00,-1.259616e-03,0.000000e+00,0.000000e+00
3.080000e-01,7.519531e-01,5.000000e-02,1.557984e-03,-3.270467e-03,0.000000e+00,-1.260001e-03,0.000000e+00,0.000000e+00
3.090000e-01,7.519531e-01,5.000000e-02,1.560307e-03,-3.279378e-03,0.000000e+00,-1.260386e-03,0.000000e+00,0.000000e+00
3.100000e-01,7.519531e-01,5.000000e-02,1.562631e-03,-3.288289e-03,0.000000e+00,-1.260772e-03,0.000000e+00,0.000000e+00
3.110000e-01,7.519531e-01,5.000000e-02,1.564955e-03,-3.297200e-03,0.000000e+00,-1.261157e-03,0.000000e+00,0.000000e+00
3.120000e-01,7.519531e-01,5.000000e-02,1.567279e-03,-3.306111e-03,0.000000e+00,-1.261542e-03,0.000000e+00,0.000000e+00
3.130000e-01,7.519531e-01,5.000000e-02,1.569674e-03,-3.315275e-03,0.000000e+00,-1.261991e-03,0.000000e+00,0.000000e+00
3.140000e-01,7.519531e-01,5.000000e-02,1.572139e-03,-3.324694e-03,0.000000e+00,-1.262504e-03,0.000000e+00,0.000000e+00
3.150000e-01,7.519531e-01,5.000000e-02,1.574605e-03,-3.334112e-03,0.000000e+00,-1.263016e-03,0.000000e+00,0.000000e+00
3.160000e-01,7.519531e-01,5.000000e-02,1.577071e-03,-3.343530e-03,0.000000e+00,-1.263529e-03,0.000000e+00,0.000000e+00
3.170000e-01,7.519531e-01,5.000000e-02,1.579536e-03,-3.352949e-03,0.000000e+00,-1.264042e-03,0.000000e+00,0.000000e+00
3.180000e-01,7.519531e-01,5.000000e-02,1.582002e-03,-3.362367e-03,0.000000e+00,-1.264554e-03,0.000000e+00,0.000000e+00
3.190000e-01,7.519531e-01,5.000000e-02,1.584468e-03,-3.371785e-03,0.000000e+00,-1.265067e-03,0.000000e+00,0.000000e+00
3.200000e-01,7.519531e-01,5.000000e-02,1.586933e-03,-3.381204e-03,0.000000e+00,-1.265579e-03,0.000000e+00,0.000000e+00
3.210000e-01,7.519531e-01,5.000000e-02,1.589446e-03,-3.390867e-03,0.000000e+00,-1.266209e-03,0.000000e+00,0.000000e+00
3.220000e-01,7.519531e-01,5.000000e-02,1.591981e-03,-3.400642e-03,0.000000e+00,-1.266892e-03,0.000000e+00,0.000000e+00
3.230000e-01,7.519531e-01,5.000000e-02,1.594516e-03,-3.410417e-03,0.000000e+00,-1.267575e-03,0.000000e+00,0.000000e+00
3.240000e-01,7.519531e-01,5.000000e-02,1.597051e-03,-3.420191e-03,0.000000e+00,-1.268258e-03,0.000000e+00,0.000000e+00
3.250000e-01,7.519531e-01,5.000000e-02,1.599586e-03,-3.429966e-03,0.000000e+00,-1.268940e-03,0.000000e+00,0.000000e+00
3.260000e-01,7.519531e-01,5.000000e-02,1.602120e-03,-3.439741e-03,0.000000e+00,-1.269623e-03,0.000000e+00,0.000000e+00
3.270000e-01,7.519531e-01,5.000000e-02,1.604655e-03,-3.449516e-03,0.000000e+00,-1.270306e-03,0.000000e+00,0.000000e+00
3.280000e-01,7.519531e-01,5.000000e-02,1.607190e-03,-3.459291e-03,0.000000e+00,-1.270989e-03,0.000000e+00,0.000000e+00
3.290000e-01,7.519531e-01,5.000000e-02,1.609805e-03,-3.469327e-03,0.000000e+00,-1.271752e-03,0.000000e+00,0.000000e+00
3.300000e-01,7.519531e-01,5.000000e-02,1.612431e-03,-3.479400e-03,0.000000e+00,-1.272526e-03,0.000000e+00,0.000000e+00
3.310000e-01,7.519531e-01,5.000000e-02,1.615057e-03,-3.489473e-03,0.000000e+00,-1.273300e-03,0.000000e+00,0.000000e+00
3.320000e-01,7.519531e-01,5.000000e-02,1.617683e-03,-3.499546e-03,0.000000e+00,-1.274075e-03,0.000000e+00,0.000000e+00
3.330000e-01,7.519531e-01,5.000000e-02,1.620309e-03,-3.509620e-03,0.000000e+00,-1.274849e-03,0.000000e+00,0.000000e+00
3.340000e-01,7.519531e-01,5.000000e-02,1.622935e-03,-3.519692e-03,0.000000e+00,-1.275623e-03,0.000000e+00,0.000000e+00
3.350000e-01,7.519531e-01,5.000000e-02,1.625561e-03,-3.529766e-03,0.000000e+00,-1.276398e-03,0.000000e+00,0.000000e+00
3.360000e-01,7.519531e-01,5.000000e-02,1.628195e-03,-3.539857e-03,0.000000e+00,-1.277178e-03,0.000000e+00,0.000000e+00
3.370000e-01,7.519531e-01,5.000000e-02,1.630963e-03,-3.550225e-03,0.000000e+00,-1.278052e-03,0.000000e+00,0.000000e+00
3.380000e-01,7.519531e-01,5.000000e-02,1.633730e-03,-3.560593e-03,0.000000e+00,-1.278925e-03,0.000000e+00,0.000000e+00
3.390000e-01,7.519531e-01,5.000000e-02,1.636498e-03,-3.570960e-03,0.000000e+00,-1.279798e-03,0.000000e+00,0.000000e+00
3.400000e-01,7.519531e-01,5.000000e-02,1.639266e-03,-3.581328e-03,0.000000e+00,-1.280672e-03,0.000000e+00,0.000000e+00
3.410000e-01,7.519531e-01,5.000000e-02,1.642033e-03,-3.591696e-03,0.000000e+00,-1.281545e-03,0.000000e+00,0.000000e+00
3.420000e-01,7.519531e-01,5.000000e-02,1.644801e-03,-3.602064e-03,0.000000e+00,-1.282418e-03,0.000000e+00,0.000000e+00
3.430000e-01,7.519531e-01,5.000000e-02,1.647568e-03,-3.612431e-03,0.000000e+00,-1.283292e-03,0.000000e+00,0.000000e+00
3.440000e-01,7.519531e-01,5.000000e-02,1.650382e-03,-3.622869e-03,0.000000e+00,-1.284178e-03,0.000000e+00,0.000000e+00
3.450000e-01,7.519531e-01,5.000000e-02,1.653335e-03,-3.633520e-03,0.000000e+00,-1.285101e-03,0.000000e+00,0.000000e+00
3.460000e-01,7.519531e-01,5.000000e-02,1.656287e-03,-3.644170e-03,0.000000e+00,-1.286025e-03,0.000000e+00,0.000000e+00
3.470000e-01,7.519531e-01,5.000000e-02,1.659240e-03,-3.654820e-03,0.000000e+00,-1.286949e-03,0.000000e+00,0.000000e+00
3.480000e-01,7.519531e-01,5.000000e-02,1.662193e-03,-3.665470e-03,0.000000e+00,-1.287872e-03,0.000000e+00,0.000000e+00
3.490000e-01,7.519531e-01,5.000000e-02,1.665146e-03,-3.676121e-03,0.000000e+00,-1.288796e-03,0.000000e+00,0.000000e+00
3.500000e-01,7.519531e-01,5.000000e-02,1.668098e-03,-3.686771e-03,0.000000e+00,-1.289719e-03,0.000000e+00,0.000000e+00
3.510000e-01,7.519531e-01,5.000000e-02,1.671051e-03,-3.697421e-03,0.000000e+00,-1.290643e-03,0.000000e+00,0.000000e+00
3.520000e-01,7.519531e-01,5.000000e-02,1.674152e-03,-3.708196e-03,0.000000e+00,-1.291508e-03,0.000000e+00,0.000000e+00
3.530000e-01,7.519531e-01,5.000000e-02,1.677442e-03,-3.719131e-03,0.000000e+00,-1.292299e-03,0.000000e+00,0.000000e+00
3.540000e-01,7.519531e-01,5.000000e-02,1.680733e-03,-3.730065e-03,0.000000e+00,-1.293090e-03,0.000000e+00,0.000000e+00
3.550000e-01,7.519531e-01,5.000000e-02,1.684023e-03,-3.741000e-03,0.000000e+00,-1.293880e-03,0.000000e+00,0.000000e+00
3.560000e-01,7.519531e-01,5.000000e-02,1.687314e-03,-3.751935e-03,0.000000e+00,-1.294671e-03,0.000000e+00,0.000000e+00
3.570000e-01,7.519531e-01,5.000000e-02,1.690604e-03,-3.762870e-03,0.000000e+00,-1.295462e-03,0.000000e+00,0.000000e+00
3.580000e-01,7.519531e-01,5.000000e-02,1.693895e-03,-3.773805e-03,0.000000e+00,-1.296252e-03,0.000000e+00,0.000000e+00
3.590000e-01,7.519531e-01,5.000000e-02,1.697185e-03,-3.784739e-03,0.000000e+00,-1.297043e-03,0.000000e+00,0.000000e+00
3.600000e-01,7.519531e-01,5.000000e-02,1.700812e-03,-3.795797e-03,0.000000e+00,-1.297781e-03,0.000000e+00,0.000000e+00
3.610000e-01,7.519531e-01,5.000000e-02,1.704641e-03,-3.806929e-03,0.000000e+00,-1.298488e-03,0.000000e+00,0.000000e+00
3.620000e-01,7.519531e-01,5.000000e-02,1.708469e-03,-3.818061e-03,0.000000e+00,-1.299196e-03,0.000000e+00,0.000000e+00
3.630000e-01,7.519531e-01,5.000000e-02,1.712298e-03,-3.829193e-03,0.000000e+00,-1.299903e-03,0.000000e+00,0.000000e+00
3.640000e-01,7.519531e-01,5.000000e-02,1.716126e-03,-3.840324e-03,0.000000e+00,-1.300610e-03,0.000000e+00,0.000000e+00
